,id,npo,year,metric_id,metric_code,metric_name,unit,office,office_type,home_office,region,scenario,value_us_consolidated,value_non_consolidated,currency,metric_description,check_not_same_value_us,office_type_fe,graph_fe,region_gsheet_andreas,Field1,office_gsheet_andreas,value_non_consolidated_float,group_dataset,office_type_gsheet_andreas,country_gsheet_andreas,value_us_consolidated_float,Presentation_Type,OBJECTID_1,country_opensource_data_name,year_time,office_1,country
201,26537,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Korea,National Office,National Office,Asia/Pacific,Actual,20.0,20.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Korea,20.0,non_regional,National Office / Partners,South Korea,20.0,,0,"Korea, Republic of",2023-01-01 00:00:00,,South Korea
202,26538,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Laos,Country Office,International Country Office,Asia/Pacific,Actual,66.0,66.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Laos,66.0,non_regional,Country Office,Laos,66.0,,0,Lao People's Democratic Republic,2023-01-01 00:00:00,,Laos
203,26539,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Madagascar,Country Office,International Country Office,Africa,Actual,155.0,155.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Madagascar,155.0,non_regional,Country Office,Madagascar,155.0,,0,Madagascar,2023-01-01 00:00:00,,Madagascar
204,26540,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Malaysia,National Office,National Office,Asia/Pacific,Actual,322.0,322.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Malaysia,322.0,non_regional,National Office / Partners,Malaysia,322.0,,0,Malaysia,2023-01-01 00:00:00,,Malaysia
205,26542,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Mexico,Country Office,US Country Office,Latin America/Caribbean,Actual,217.0,217.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Mexico,217.0,non_regional,Country Office,Mexico,217.0,,0,Mexico,2023-01-01 00:00:00,,Mexico
206,26543,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Mongolia,Country Office,International Country Office,Asia/Pacific,Actual,39.0,39.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Mongolia,39.0,non_regional,Country Office,Mongolia,39.0,,0,Mongolia,2023-01-01 00:00:00,,Mongolia
207,26544,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Mozambique,Country Office,International Country Office,Africa,Actual,656.0,656.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Mozambique,656.0,non_regional,Country Office,Mozambique,656.0,,0,Mozambique,2023-01-01 00:00:00,,Mozambique
208,26545,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Myanmar,Country Office,International Country Office,Asia/Pacific,Actual,127.0,127.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Myanmar,127.0,non_regional,Country Office,Myanmar,127.0,,0,Burma,2023-01-01 00:00:00,,Myanmar
209,26546,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Namibia,Country Office,US Country Office,Africa,Actual,106.0,106.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Namibia,106.0,non_regional,Country Office,Namibia,106.0,,0,Namibia,2023-01-01 00:00:00,,Namibia
210,26547,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Nepal,Country Office,US Country Office,Asia/Pacific,Actual,126.0,126.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Nepal,126.0,non_regional,Country Office,Nepal,126.0,,0,Nepal,2023-01-01 00:00:00,,Nepal
211,26548,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Netherlands,National Office,National Office,Europe,Actual,126.0,126.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Netherlands,126.0,non_regional,National Office / Partners,Netherlands,126.0,,0,Netherlands,2023-01-01 00:00:00,,Netherlands
212,26549,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-New Zealand,National Office,National Office,Asia/Pacific,Actual,58.0,58.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-New Zealand,58.0,non_regional,National Office / Partners,New Zealand,58.0,,0,New Zealand,2023-01-01 00:00:00,,New Zealand
213,26551,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Norway,National Office,National Office,Europe,Actual,82.0,82.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Norway,82.0,non_regional,National Office / Partners,Norway,82.0,,0,Norway,2023-01-01 00:00:00,,Norway
214,26553,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Pakistan,National Office,National Office,Asia/Pacific,Actual,171.0,171.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Pakistan,171.0,non_regional,National Office / Partners,Pakistan,171.0,,0,Pakistan,2023-01-01 00:00:00,,Pakistan
215,26554,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Paraguay,Country Office,US Country Office,Latin America/Caribbean,Actual,92.0,92.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Paraguay,92.0,non_regional,Country Office,Paraguay,92.0,,0,Paraguay,2023-01-01 00:00:00,,Paraguay
